epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,121.757,0.7253,1.29214,0.87991,0.98981,1,0.995,0.77112,0.97164,1.35367,0.96376,0.00093575,0.00093575,0.00093575
45,124.139,0.732,1.20512,0.91206,0.98981,1,0.995,0.77112,0.97164,1.35367,0.96376,0.000911,0.000911,0.000911
46,126.575,0.63462,2.70303,0.7658,0.98682,1,0.995,0.77459,0.96408,1.27209,0.96892,0.00088625,0.00088625,0.00088625
47,129.108,0.76693,1.06502,0.93507,0.98809,1,0.995,0.75517,0.9314,1.27863,0.95005,0.0008615,0.0008615,0.0008615
48,131.568,0.7163,1.07422,0.8831,0.98809,1,0.995,0.75517,0.9314,1.27863,0.95005,0.00083675,0.00083675,0.00083675
49,134.034,0.66168,0.98151,0.86879,0.98949,1,0.995,0.77704,0.878,1.22514,0.94335,0.000812,0.000812,0.000812
50,136.525,0.76102,1.07708,0.95588,0.98949,1,0.995,0.77704,0.878,1.22514,0.94335,0.00078725,0.00078725,0.00078725
51,139.186,0.66995,1.1495,0.8802,0.99096,1,0.995,0.79756,0.87347,1.20294,0.94292,0.0007625,0.0007625,0.0007625
52,141.871,0.70574,1.06056,0.9027,0.9921,1,0.995,0.79404,0.8958,1.16679,0.95116,0.00073775,0.00073775,0.00073775
53,144.461,0.65118,1.11545,0.84464,0.9921,1,0.995,0.79404,0.8958,1.16679,0.95116,0.000713,0.000713,0.000713
